word,happiness_rank,happiness_average,happiness_standard_deviation,twitter_rank,google_rank,nyt_rank,lyrics_rank,in_twitter,in_google,in_nyt,in_lyrics,n_corpora,valence_band
fucking,8426,4.64,2.926,448.0,,,620.0,True,False,False,True,2,neutral
fuera,8427,4.64,1.1563,,,,4686.0,False,False,False,True,1,neutral
ganz,8428,4.64,1.3211,,,,3554.0,False,False,False,True,1,neutral
government,8429,4.64,1.6383,1675.0,157.0,161.0,2708.0,True,True,True,True,4,neutral
heb,8430,4.64,0.9424,4317.0,,,1905.0,True,False,False,True,2,neutral
hv,8431,4.64,1.1386,4147.0,,,,True,False,False,False,1,neutral
ini,8432,4.64,1.1205,2469.0,,,,True,False,False,False,1,neutral
kijk,8433,4.64,1.2578,,,,4783.0,False,False,False,True,1,neutral
lbs,8434,4.64,1.1021,4389.0,,,,True,False,False,False,1,neutral
left,8435,4.64,1.4394,360.0,205.0,292.0,183.0,True,True,True,True,4,neutral
lust,8436,4.64,2.038,3998.0,,,1596.0,True,False,False,True,2,neutral
muslim,8437,4.64,1.6995,,3734.0,3274.0,,False,True,True,False,2,neutral
nj,8438,4.64,1.0835,3244.0,,229.0,,True,False,True,False,2,neutral
po,8439,4.64,1.3056,4231.0,,3242.0,4273.0,True,False,True,True,3,neutral
pretend,8440,4.64,1.2739,3680.0,,,936.0,True,False,False,True,2,neutral
que,8441,4.64,1.3962,194.0,2340.0,,118.0,True,True,False,True,3,neutral
slit,8442,4.64,1.5086,,,,4608.0,False,False,False,True,1,neutral
soviet,8443,4.64,1.3365,,1173.0,669.0,,False,True,True,False,2,neutral
un,8444,4.64,0.7217,540.0,1841.0,3819.0,267.0,True,True,True,True,4,neutral
yer,8445,4.64,1.1205,4507.0,,,3001.0,True,False,False,True,2,neutral
compton,8446,4.63,1.4244,,,,4051.0,False,False,False,True,1,neutral
fragments,8447,4.63,1.5505,,4081.0,,,False,True,False,False,1,neutral
geht,8448,4.63,1.318,,,,3405.0,False,False,False,True,1,neutral
stares,8449,4.63,1.4957,,,,4300.0,False,False,False,True,1,neutral
stiff,8450,4.63,1.6795,,,,4629.0,False,False,False,True,1,neutral
wasn,8451,4.63,1.2697,,1911.0,,,False,True,False,False,1,neutral
zij,8452,4.63,1.4676,,,,4616.0,False,False,False,True,1,neutral
#mm,8453,4.62,1.4553,,,,,False,False,False,False,0,neutral
**municipal,8454,4.62,1.3536,,,,,False,False,False,False,0,neutral
@joejonas,8455,4.62,1.427,,,,,False,False,False,False,0,neutral
@nickjonas,8456,4.62,1.5635,,,,,False,False,False,False,0,neutral
altijd,8457,4.62,1.3231,,,,3558.0,False,False,False,True,1,neutral
bull,8458,4.62,1.3076,2349.0,3840.0,,3767.0,True,True,False,True,3,neutral
bureau,8459,4.62,1.2919,,3060.0,1502.0,,False,True,True,False,2,neutral
dick,8460,4.62,1.783,1510.0,,3171.0,713.0,True,False,True,True,3,neutral
diet,8461,4.62,1.7248,1620.0,3018.0,,,True,True,False,False,2,neutral
gasoline,8462,4.62,1.4553,,,3887.0,4189.0,False,False,True,True,2,neutral
gov,8463,4.62,1.4968,3747.0,,1756.0,,True,False,True,False,2,neutral
governments,8464,4.62,1.701,,2163.0,2615.0,,False,True,True,False,2,neutral
gray,8465,4.62,1.3384,4307.0,2640.0,2598.0,1904.0,True,True,True,True,4,neutral
holes,8466,4.62,0.9666,,4410.0,4300.0,2106.0,False,True,True,True,3,neutral
holler,8467,4.62,1.427,,,,3255.0,False,False,False,True,1,neutral
lease,8468,4.62,1.2599,,,3962.0,,False,False,True,False,1,neutral
lebanon,8469,4.62,1.3536,,,3322.0,,False,False,True,False,1,neutral
noone,8470,4.62,1.3981,,,,4700.0,False,False,False,True,1,neutral
ol',8471,4.62,1.6022,,,,,False,False,False,False,0,neutral
out,8472,4.62,1.0476,36.0,68.0,68.0,38.0,True,True,True,True,4,neutral
palestinian,8473,4.62,1.6022,,,1850.0,,False,False,True,False,1,neutral
past,8474,4.62,1.6022,704.0,484.0,464.0,465.0,True,True,True,True,4,neutral
peasants,8475,4.62,1.6149,,4194.0,,,False,True,False,False,1,neutral
pigs,8476,4.62,2.0293,,,,4215.0,False,False,False,True,1,neutral
pressed,8477,4.62,1.3076,,3732.0,,4855.0,False,True,False,True,2,neutral
serbs,8478,4.62,1.3686,,,4166.0,,False,False,True,False,1,neutral
short-term,8479,4.62,1.3076,,,,,False,False,False,False,0,neutral
wid,8480,4.62,1.0669,4820.0,,,3432.0,True,False,False,True,2,neutral
year-ago,8481,4.62,1.4553,,,,,False,False,False,False,0,neutral
atomic,8482,4.61,1.789,,4271.0,,,False,True,False,False,1,neutral
daze,8483,4.61,1.4407,,,,4370.0,False,False,False,True,1,neutral
feds,8484,4.61,2.1967,,,,3721.0,False,False,False,True,1,neutral
ib,8485,4.61,1.3967,,4677.0,,,False,True,False,False,1,neutral
jij,8486,4.61,1.1331,,,,1742.0,False,False,False,True,1,neutral
inspection,8487,4.61,1.5506,,4128.0,,,False,True,False,False,1,neutral
dit,8488,4.6,1.2839,,,,1790.0,False,False,False,True,1,neutral
76th,8489,4.6,1.088,,,,,False,False,False,False,0,neutral
bind,8490,4.6,1.7843,,,,4155.0,False,False,False,True,1,neutral
bound,8491,4.6,1.3553,3416.0,1432.0,4393.0,1061.0,True,True,True,True,4,neutral
bruh,8492,4.6,1.1952,4610.0,,,,True,False,False,False,1,neutral
commercial,8493,4.6,1.6162,1537.0,1397.0,1072.0,,True,True,True,False,3,neutral
dar,8494,4.6,1.2122,4680.0,,,3175.0,True,False,False,True,2,neutral
differences,8495,4.6,1.3997,,913.0,3139.0,,False,True,True,False,2,neutral
fiscal,8496,4.6,1.3553,,4856.0,1479.0,,False,True,True,False,2,neutral
flames,8497,4.6,1.8736,,,,1458.0,False,False,False,True,1,neutral
half,8498,4.6,1.0102,524.0,353.0,547.0,593.0,True,True,True,True,4,neutral
ik,8499,4.6,0.9476,1297.0,,,331.0,True,False,False,True,2,neutral
jg,8500,4.6,1.069,4304.0,,,,True,False,False,False,1,neutral
later,8501,4.6,1.3553,477.0,239.0,352.0,929.0,True,True,True,True,4,neutral
lemme,8502,4.6,1.1249,3875.0,,,2427.0,True,False,False,True,2,neutral
li,8503,4.6,1.1606,4857.0,4241.0,819.0,3032.0,True,True,True,True,4,neutral
little,8504,4.6,1.3401,178.0,133.0,266.0,104.0,True,True,True,True,4,neutral
mal,8505,4.6,1.3702,1765.0,,,1570.0,True,False,False,True,2,neutral
nme,8506,4.6,0.7825,4477.0,,,,True,False,False,False,1,neutral
nunca,8507,4.6,1.0302,4773.0,,,1492.0,True,False,False,True,2,neutral
obligation,8508,4.6,1.4142,,3694.0,4242.0,,False,True,True,False,2,neutral
pretax,8509,4.6,1.4569,,,2570.0,,False,False,True,False,1,neutral
q,8510,4.6,0.9689,706.0,2453.0,1983.0,3082.0,True,True,True,True,4,neutral
recall,8511,4.6,2.2768,4770.0,3177.0,4105.0,1950.0,True,True,True,True,4,neutral
sack,8512,4.6,1.4983,,,,2499.0,False,False,False,True,1,neutral
shawty,8513,4.6,1.7496,,,,3202.0,False,False,False,True,1,neutral
sticky,8514,4.6,1.3248,,,,3292.0,False,False,False,True,1,neutral
tight,8515,4.6,1.2454,1936.0,4655.0,3595.0,511.0,True,True,True,True,4,neutral
trigger,8516,4.6,1.9483,,,,2253.0,False,False,False,True,1,neutral
under,8517,4.6,1.3093,558.0,113.0,171.0,396.0,True,True,True,True,4,neutral
used,8518,4.6,1.4846,425.0,123.0,309.0,296.0,True,True,True,True,4,neutral
vs,8519,4.6,0.833,621.0,3805.0,,,True,True,False,False,2,neutral
was,8520,4.6,0.8081,27.0,12.0,14.0,39.0,True,True,True,True,4,neutral
bark,8521,4.59,1.8475,,,,4245.0,False,False,False,True,1,neutral
disguise,8522,4.59,1.3832,,,,1766.0,False,False,False,True,1,neutral
gots,8523,4.59,1.4849,,,,2280.0,False,False,False,True,1,neutral
och,8524,4.59,1.0977,,,,3633.0,False,False,False,True,1,neutral
seldom,8525,4.59,1.5187,,3249.0,,,False,True,False,False,1,neutral
dir,8526,4.58,0.9416,,,,1395.0,False,False,False,True,1,neutral
tarde,8527,4.58,1.4267,,,,4373.0,False,False,False,True,1,neutral
@revrunwisdom,8528,4.58,1.3566,,,,,False,False,False,False,0,neutral
aan,8529,4.58,1.3415,3780.0,,,1628.0,True,False,False,True,2,neutral
als,8530,4.58,1.0897,2505.0,,,838.0,True,False,False,True,2,neutral
although,8531,4.58,1.3262,1494.0,237.0,542.0,1646.0,True,True,True,True,4,neutral
bgt,8532,4.58,1.2469,3580.0,,,,True,False,False,False,1,neutral
busy,8533,4.58,1.8305,674.0,3414.0,3909.0,1504.0,True,True,True,True,4,neutral
c-includes,8534,4.58,1.2792,,,,,False,False,False,False,0,neutral
cit,8535,4.58,1.2137,,4662.0,,,False,True,False,False,1,neutral
congressional,8536,4.58,1.7507,,,1611.0,,False,False,True,False,1,neutral
differ,8537,4.58,1.3415,,2971.0,,,False,True,False,False,1,neutral
emo,8538,4.58,1.3864,4603.0,,,,True,False,False,False,1,neutral
excuse,8539,4.58,1.5265,1328.0,4683.0,,1892.0,True,True,False,True,3,neutral
fighter,8540,4.58,1.6548,3961.0,,,,True,False,False,False,1,neutral
gtgt,8541,4.58,1.4441,2931.0,,,,True,False,False,False,1,neutral
gunna,8542,4.58,1.1968,2506.0,,,4178.0,True,False,False,True,2,neutral
hazy,8543,4.58,1.4859,,,,4839.0,False,False,False,True,1,neutral
hit,8544,4.58,1.808,218.0,2768.0,881.0,276.0,True,True,True,True,4,neutral
insisted,8545,4.58,1.3415,,3655.0,2919.0,,False,True,True,False,2,neutral
inspector,8546,4.58,1.3107,,,4477.0,,False,False,True,False,1,neutral
institution,8547,4.58,1.5791,,2021.0,2409.0,,False,True,True,False,2,neutral
jigga,8548,4.58,1.3716,,,,4870.0,False,False,False,True,1,neutral
jurors,8549,4.58,1.401,,,4308.0,,False,False,True,False,1,neutral
kom,8550,4.58,1.2137,,,,2806.0,False,False,False,True,1,neutral
lls,8551,4.58,1.4299,3884.0,,,,True,False,False,False,1,neutral
lock,8552,4.58,1.012,3205.0,,,1180.0,True,False,False,True,2,neutral
police,8553,4.58,1.8526,1009.0,1258.0,212.0,1354.0,True,True,True,True,4,neutral
radical,8554,4.58,1.6174,,2553.0,4717.0,,False,True,True,False,2,neutral
saudi,8555,4.58,1.4299,,,3179.0,,False,False,True,False,1,neutral
senator,8556,4.58,1.4299,,4492.0,612.0,,False,True,True,False,2,neutral
stops,8557,4.58,1.2137,3487.0,,4424.0,2035.0,True,False,True,True,3,neutral
whatever,8558,4.58,0.9916,1091.0,943.0,1668.0,606.0,True,True,True,True,4,neutral
durch,8559,4.57,1.472,,,,3692.0,False,False,False,True,1,neutral
unreal,8560,4.57,1.6708,,,,4606.0,False,False,False,True,1,neutral
zal,8561,4.57,1.1902,,,,3360.0,False,False,False,True,1,neutral
dose,8562,4.56,1.5004,,3020.0,,,False,True,False,False,1,neutral
uit,8563,4.56,1.3824,,,,2589.0,False,False,False,True,1,neutral
#idothat2,8564,4.56,1.6922,,,,,False,False,False,False,0,neutral
-p,8565,4.56,1.2149,,,,,False,False,False,False,0,neutral
@jordanknight,8566,4.56,1.3118,,,,,False,False,False,False,0,neutral
ads,8567,4.56,1.8424,1848.0,,3357.0,,True,False,True,False,2,neutral
anymore,8568,4.56,1.1634,862.0,,4890.0,531.0,True,False,True,True,3,neutral
auf,8569,4.56,1.1457,1760.0,,,1149.0,True,False,False,True,2,neutral
blade,8570,4.56,1.6183,,,,2723.0,False,False,False,True,1,neutral
blues,8571,4.56,1.9811,2772.0,,3400.0,768.0,True,False,True,True,3,neutral
bout,8572,4.56,1.3273,410.0,,,566.0,True,False,False,True,2,neutral
boxing,8573,4.56,1.8534,4456.0,,1889.0,,True,False,True,False,2,neutral
broker,8574,4.56,1.567,,,4053.0,,False,False,True,False,1,neutral
bust,8575,4.56,1.6433,3994.0,,,806.0,True,False,False,True,2,neutral
crunk,8576,4.56,1.728,,,,2960.0,False,False,False,True,1,neutral
gon,8577,4.56,1.198,1858.0,,,1093.0,True,False,False,True,2,neutral
grey,8578,4.56,1.6433,2959.0,3632.0,,1385.0,True,True,False,True,3,neutral
hoe,8579,4.56,1.198,2667.0,,,925.0,True,False,False,True,2,neutral
kuwait,8580,4.56,1.6801,,,4672.0,,False,False,True,False,1,neutral
merely,8581,4.56,1.1457,,914.0,3328.0,,False,True,True,False,2,neutral
outta,8582,4.56,1.1278,1338.0,,,818.0,True,False,False,True,2,neutral
queda,8583,4.56,1.1457,,,,4111.0,False,False,False,True,1,neutral
seh,8584,4.56,1.5005,,,,2785.0,False,False,False,True,1,neutral
stoned,8585,4.56,2.2054,,,,3112.0,False,False,False,True,1,neutral
w/o,8586,4.56,1.2961,,,,,False,False,False,False,0,neutral
yg,8587,4.56,1.0529,1394.0,,,,True,False,False,False,1,neutral
separately,8588,4.55,1.5147,,4783.0,,,False,True,False,False,1,neutral
uhh,8589,4.55,1.2427,,,,1190.0,False,False,False,True,1,neutral
gaat,8590,4.55,1.2912,,,,3189.0,False,False,False,True,1,neutral
appendix,8591,4.54,1.237,,2739.0,,,False,True,False,False,1,neutral
#epicpetwars,8592,4.54,1.1988,,,,,False,False,False,False,0,neutral
#formspringme,8593,4.54,1.2324,,,,,False,False,False,False,0,neutral
#shoutout,8594,4.54,1.7168,,,,,False,False,False,False,0,neutral
arbitrary,8595,4.54,1.5012,,4425.0,,,False,True,False,False,1,neutral
axe,8596,4.54,1.8649,,,,4399.0,False,False,False,True,1,neutral
beneath,8597,4.54,1.1287,,2433.0,4768.0,1099.0,False,True,True,True,3,neutral
bit,8598,4.54,1.1287,382.0,1663.0,1399.0,558.0,True,True,True,True,4,neutral
blocks,8599,4.54,1.4172,,3692.0,3767.0,2717.0,False,True,True,True,3,neutral
bom,8600,4.54,1.4598,2411.0,,,3667.0,True,False,False,True,2,neutral
caused,8601,4.54,0.9082,3977.0,1082.0,1753.0,3283.0,True,True,True,True,4,neutral
command,8602,4.54,1.5806,,1136.0,3431.0,2541.0,False,True,True,True,3,neutral
conn,8603,4.54,1.4316,,,811.0,,False,False,True,False,1,neutral
conservative,8604,4.54,1.9505,,2940.0,1853.0,,False,True,True,False,2,neutral
depois,8605,4.54,1.3433,4272.0,,,,True,False,False,False,1,neutral
eh,8606,4.54,1.1988,1167.0,,,1907.0,True,False,False,True,2,neutral
er,8607,4.54,1.1104,1414.0,3374.0,,778.0,True,True,False,True,3,neutral
gah,8608,4.54,1.3734,3571.0,,,,True,False,False,False,1,neutral
gut,8609,4.54,1.073,4010.0,,,2807.0,True,False,False,True,2,neutral
hw,8610,4.54,1.1817,3110.0,,,,True,False,False,False,1,neutral
ima,8611,4.54,1.2324,926.0,,,2216.0,True,False,False,True,2,neutral
institutional,8612,4.54,1.94,,3516.0,4270.0,,False,True,True,False,2,neutral
iv,8613,4.54,1.6686,4064.0,1179.0,,,True,True,False,False,2,neutral
ludacris,8614,4.54,1.7521,,,,4183.0,False,False,False,True,1,neutral
narrow,8615,4.54,0.9941,,1931.0,4246.0,4311.0,False,True,True,True,3,neutral
oder,8616,4.54,1.2651,4513.0,,,3524.0,True,False,False,True,2,neutral
pending,8617,4.54,1.2651,,,3288.0,,False,False,True,False,1,neutral
pirate,8618,4.54,2.2058,4343.0,,,,True,False,False,False,1,neutral
prolly,8619,4.54,1.1988,2914.0,,,,True,False,False,False,1,neutral
regulation,8620,4.54,1.4598,,2428.0,4022.0,,False,True,True,False,2,neutral
rs,8621,4.54,1.4737,4099.0,3704.0,,,True,True,False,False,2,neutral
senators,8622,4.54,1.7286,,,3032.0,,False,False,True,False,1,neutral
sheesh,8623,4.54,1.5147,4626.0,,,,True,False,False,False,1,neutral
terms,8624,4.54,1.0539,4213.0,398.0,959.0,,True,True,True,False,3,neutral
twisting,8625,4.54,1.4028,,,,4087.0,False,False,False,True,1,neutral
urged,8626,4.54,1.2969,,3804.0,2860.0,,False,True,True,False,2,neutral
chains,8627,4.53,1.769,,4951.0,,1325.0,False,True,False,True,2,neutral
chloride,8628,4.53,1.5425,,4995.0,,,False,True,False,False,1,neutral
waits,8629,4.53,1.2433,,,,2289.0,False,False,False,True,1,neutral
6am,8630,4.52,1.6689,,,,,False,False,False,False,0,neutral
blew,8631,4.52,1.4741,4251.0,,,1794.0,True,False,False,True,2,neutral
clique,8632,4.52,1.9085,,,,3336.0,False,False,False,True,1,neutral
crucial,8633,4.52,1.5418,,3533.0,3218.0,,False,True,True,False,2,neutral
dependent,8634,4.52,1.6066,,1730.0,,,False,True,False,False,1,neutral
former,8635,4.52,1.432,1845.0,758.0,151.0,,True,True,True,False,3,neutral
gak,8636,4.52,1.3285,3646.0,,,,True,False,False,False,1,neutral
hadn,8637,4.52,1.1471,,3984.0,,,False,True,False,False,1,neutral
investigations,8638,4.52,1.2974,,4161.0,4161.0,,False,True,True,False,2,neutral
leave,8639,4.52,1.3285,457.0,699.0,916.0,162.0,True,True,True,True,4,neutral
muss,8640,4.52,1.0736,4859.0,,,,True,False,False,False,1,neutral
omfg,8641,4.52,2.0726,3150.0,,,,True,False,False,False,1,neutral
previously,8642,4.52,1.3285,,1658.0,1460.0,,False,True,True,False,2,neutral
rule,8643,4.52,1.5285,2180.0,660.0,1518.0,1126.0,True,True,True,True,4,neutral
shud,8644,4.52,1.1993,4254.0,,,,True,False,False,False,1,neutral
small,8645,4.52,1.3589,658.0,178.0,441.0,785.0,True,True,True,True,4,neutral
und,8646,4.52,1.1471,953.0,1771.0,,428.0,True,True,False,True,3,neutral
utterly,8647,4.52,1.7052,,4821.0,,,False,True,False,False,1,neutral
weight,8648,4.52,1.555,1166.0,906.0,2959.0,1296.0,True,True,True,True,4,neutral
cocked,8649,4.51,1.6971,,,,4661.0,False,False,False,True,1,neutral
daar,8650,4.51,1.3559,,,,3179.0,False,False,False,True,1,neutral
pill,8651,4.51,1.6473,,,,3102.0,False,False,False,True,1,neutral
@iamdiddy,8652,4.5,1.8979,,,,,False,False,False,False,0,neutral
ages,8653,4.5,1.4604,2652.0,2043.0,3408.0,3456.0,True,True,True,True,4,neutral
arab,8654,4.5,1.594,,3317.0,2540.0,,False,True,True,False,2,neutral
corporations,8655,4.5,1.6194,,4046.0,3851.0,,False,True,True,False,2,neutral
disposed,8656,4.5,1.7291,,4709.0,,,False,True,False,False,1,neutral
distance,8657,4.5,1.3132,4115.0,845.0,3467.0,1323.0,True,True,True,True,4,neutral
dong,8658,4.5,1.3887,4168.0,,,3959.0,True,False,False,True,2,neutral
few,8659,4.5,0.8864,361.0,193.0,335.0,804.0,True,True,True,True,4,neutral
govt,8660,4.5,1.8654,4197.0,,,,True,False,False,False,1,neutral
nah,8661,4.5,1.1294,1396.0,,,1017.0,True,False,False,True,2,neutral
outst,8662,4.5,1.1473,,,4573.0,,False,False,True,False,1,neutral
palestinians,8663,4.5,1.1995,,,2620.0,,False,False,True,False,1,neutral
prob,8664,4.5,1.1112,2383.0,,,,True,False,False,False,1,neutral
randomly,8665,4.5,1.1294,4512.0,,,,True,False,False,False,1,neutral
regulatory,8666,4.5,1.488,,,3987.0,,False,False,True,False,1,neutral
reverse,8667,4.5,1.1112,,3696.0,4763.0,4624.0,False,True,True,True,3,neutral
sangre,8668,4.5,1.233,,,,4941.0,False,False,False,True,1,neutral
temporary,8669,4.5,1.3439,,2946.0,3528.0,,False,True,True,False,2,neutral
goo,8670,4.49,1.5859,,,,4389.0,False,False,False,True,1,neutral
couldn,8671,4.49,1.7335,,1986.0,,,False,True,False,False,1,neutral
army,8672,4.48,2.0126,1529.0,593.0,795.0,2296.0,True,True,True,True,4,neutral
blow,8673,4.48,1.7407,1811.0,3411.0,4395.0,495.0,True,True,True,True,4,neutral
bs,8674,4.48,1.3285,2886.0,,,,True,False,False,False,1,neutral
despite,8675,4.48,1.3438,2109.0,1307.0,933.0,3738.0,True,True,True,True,4,neutral
dunno,8676,4.48,1.2974,2353.0,,,,True,False,False,False,1,neutral
elections,8677,4.48,1.5285,,3347.0,1487.0,,False,True,True,False,2,neutral
essays,8678,4.48,1.787,,3421.0,4889.0,,False,True,True,False,2,neutral
grabbed,8679,4.48,1.7052,,,,3123.0,False,False,False,True,1,neutral
heck,8680,4.48,1.3886,2603.0,,,,True,False,False,False,1,neutral
hidden,8681,4.48,1.432,4108.0,3094.0,4714.0,1934.0,True,True,True,True,4,neutral
issue,8682,4.48,1.4032,1607.0,812.0,470.0,,True,True,True,False,3,neutral
lehman,8683,4.48,1.313,,,3376.0,,False,False,True,False,1,neutral
ms,8684,4.48,1.555,1913.0,2694.0,107.0,4498.0,True,True,True,True,4,neutral
negroes,8685,4.48,2.0428,,4626.0,,,False,True,False,False,1,neutral
nuthin,8686,4.48,1.4741,,,,4990.0,False,False,False,True,1,neutral
snoop,8687,4.48,1.7984,,,,1511.0,False,False,False,True,1,neutral
y,8688,4.48,1.1648,298.0,1016.0,2053.0,165.0,True,True,True,True,4,neutral
ashes,8689,4.47,1.959,,,,1802.0,False,False,False,True,1,neutral
commanded,8690,4.47,1.5956,,4406.0,,,False,True,False,False,1,neutral
nerves,8691,4.47,1.6968,,4371.0,,3938.0,False,True,False,True,2,neutral
spill,8692,4.47,1.6845,,,,3094.0,False,False,False,True,1,neutral
craving,8693,4.46,1.4598,3192.0,,,,True,False,False,False,1,neutral
crowds,8694,4.46,1.8975,,,,4403.0,False,False,False,True,1,neutral
gats,8695,4.46,1.6686,,,,3481.0,False,False,False,True,1,neutral
hammer,8696,4.46,1.5414,3152.0,,,2167.0,True,False,False,True,2,neutral
isn't,8697,4.46,1.073,,,,,False,False,False,False,0,neutral
kicks,8698,4.46,1.5677,3770.0,,,2573.0,True,False,False,True,2,neutral
lecture,8699,4.46,1.4316,4988.0,4470.0,,,True,True,False,False,2,neutral
neither,8700,4.46,1.2811,3036.0,811.0,1695.0,3074.0,True,True,True,True,4,neutral
ol,8701,4.46,1.3433,3505.0,,,4902.0,True,False,False,True,2,neutral
plastic,8702,4.46,1.2811,2620.0,4000.0,3193.0,2078.0,True,True,True,True,4,neutral
politics,8703,4.46,1.7637,2753.0,1033.0,977.0,4360.0,True,True,True,True,4,neutral
required,8704,4.46,1.3734,3768.0,490.0,1394.0,,True,True,True,False,3,neutral
rigid,8705,4.46,1.6062,,4578.0,,,False,True,False,False,1,neutral
rumble,8706,4.46,1.6563,,,,4991.0,False,False,False,True,1,neutral
scarcely,8707,4.46,1.4028,,2688.0,,,False,True,False,False,1,neutral
short,8708,4.46,1.1466,759.0,425.0,747.0,1052.0,True,True,True,True,4,neutral
shorter,8709,4.46,1.1643,,4810.0,,,False,True,False,False,1,neutral
shy,8710,4.46,1.7404,3315.0,,,1762.0,True,False,False,True,2,neutral
skool,8711,4.46,1.7867,3087.0,,,,True,False,False,False,1,neutral
thrown,8712,4.46,1.1643,4816.0,2939.0,4715.0,2322.0,True,True,True,True,4,neutral
tossed,8713,4.46,1.4875,,,,4144.0,False,False,False,True,1,neutral
tricky,8714,4.46,1.5806,,,,4644.0,False,False,False,True,1,neutral
compelled,8715,4.45,1.2758,,3772.0,,,False,True,False,False,1,neutral
infantry,8716,4.45,2.0823,,4857.0,,,False,True,False,False,1,neutral
auch,8717,4.44,1.1457,2049.0,,,2265.0,True,False,False,True,2,neutral
bail,8718,4.44,1.7162,,,4820.0,3476.0,False,False,True,True,2,neutral
blank,8719,4.44,0.8369,4989.0,,,3771.0,True,False,False,True,2,neutral
bottom,8720,4.44,1.3273,2258.0,1641.0,2369.0,1250.0,True,True,True,True,4,neutral
busta,8721,4.44,1.3874,,,,1641.0,False,False,False,True,1,neutral
cop,8722,4.44,1.6922,3145.0,,,1558.0,True,False,False,True,2,neutral
correction,8723,4.44,1.3118,,,2995.0,,False,False,True,False,1,neutral
court's,8724,4.44,1.3273,,,,,False,False,False,False,0,neutral
errands,8725,4.44,1.5407,4527.0,,,,True,False,False,False,1,neutral
ew,8726,4.44,1.1095,3686.0,,,,True,False,False,False,1,neutral
gay,8727,4.44,2.1774,944.0,3610.0,1874.0,2273.0,True,True,True,True,4,neutral
gaza,8728,4.44,1.3874,4822.0,,4076.0,,True,False,True,False,2,neutral
harder,8729,4.44,1.473,2587.0,,3478.0,1143.0,True,False,True,True,3,neutral
haze,8730,4.44,1.5539,,,,2814.0,False,False,False,True,1,neutral
liable,8731,4.44,1.7398,,3922.0,,,False,True,False,False,1,neutral
push,8732,4.44,1.473,2100.0,4394.0,2695.0,733.0,True,True,True,True,4,neutral
rag,8733,4.44,1.2643,,,,3730.0,False,False,False,True,1,neutral
require,8734,4.44,1.3118,,1273.0,1652.0,,False,True,True,False,2,neutral
tank,8735,4.44,1.6056,2249.0,4796.0,4829.0,3137.0,True,True,True,True,4,neutral
triste,8736,4.44,1.5928,,,,4285.0,False,False,False,True,1,neutral
unusual,8737,4.44,1.4868,,2987.0,2281.0,,False,True,True,False,2,neutral
wat,8738,4.44,1.3118,665.0,,,1040.0,True,False,False,True,2,neutral
weed,8739,4.44,2.1011,3544.0,,,1077.0,True,False,False,True,2,neutral
glocks,8740,4.44,1.5697,,,,4679.0,False,False,False,True,1,neutral
longing,8741,4.43,1.6956,,,,2177.0,False,False,False,True,1,neutral
removal,8742,4.43,1.472,,2860.0,,,False,True,False,False,1,neutral
-d,8743,4.42,1.1265,,,,,False,False,False,False,0,neutral
behind,8744,4.42,1.2137,773.0,648.0,720.0,328.0,True,True,True,True,4,neutral
below,8745,4.42,1.2137,3080.0,649.0,1865.0,1196.0,True,True,True,True,4,neutral
boa,8746,4.42,1.7623,4114.0,,,,True,False,False,False,1,neutral
breaks,8747,4.42,1.8305,2745.0,,4779.0,1487.0,True,False,True,True,3,neutral
commercials,8748,4.42,1.8745,3106.0,,4634.0,,True,False,True,False,2,neutral
constraints,8749,4.42,1.5919,,4442.0,,,False,True,False,False,1,neutral
controlling,8750,4.42,2.0513,,4504.0,,,False,True,False,False,1,neutral
dum,8751,4.42,1.5265,,,,2070.0,False,False,False,True,1,neutral
emotional,8752,4.42,1.7623,3550.0,2155.0,2861.0,3766.0,True,True,True,True,4,neutral
hides,8753,4.42,1.1082,,,,3612.0,False,False,False,True,1,neutral
knocked,8754,4.42,1.1082,4071.0,,,2268.0,True,False,False,True,2,neutral
na,8755,4.42,0.9278,594.0,3919.0,,288.0,True,True,False,True,3,neutral
nada,8756,4.42,1.1265,2032.0,,,1336.0,True,False,False,True,2,neutral
niet,8757,4.42,1.3864,2589.0,,,780.0,True,False,False,True,2,neutral
notwithstanding,8758,4.42,1.4441,,4277.0,,,False,True,False,False,1,neutral
recalled,8759,4.42,1.7154,,4611.0,2127.0,,False,True,True,False,2,neutral
regulations,8760,4.42,1.295,,2599.0,2148.0,,False,True,True,False,2,neutral
remains,8761,4.42,1.4441,4377.0,1038.0,1019.0,1798.0,True,True,True,True,4,neutral
republican,8762,4.42,1.9176,4226.0,3045.0,507.0,,True,True,True,False,3,neutral
sem,8763,4.42,1.2304,3478.0,,,,True,False,False,False,1,neutral
serious,8764,4.42,1.4581,561.0,1047.0,1045.0,1903.0,True,True,True,True,4,neutral
stumble,8765,4.42,1.5791,,,,2980.0,False,False,False,True,1,neutral
treatment,8766,4.42,1.5398,3449.0,477.0,1354.0,,True,True,True,False,3,neutral
vietnam,8767,4.42,1.9804,,4545.0,2451.0,,False,True,True,False,2,neutral
regime,8768,4.42,1.7964,,2897.0,,,False,True,False,False,1,neutral
#retweetthisif,8769,4.4,1.4428,,,,,False,False,False,False,0,neutral
beats,8770,4.4,1.9272,2047.0,,,1159.0,True,False,False,True,2,neutral
brokers,8771,4.4,1.2936,,,4929.0,,False,False,True,False,1,neutral
