filename,president,year,era,modality,half_century,n_tokens,n_types,n_matched_tokens,n_matched_types,coverage,happiness_weighted,happiness_unweighted
jimmy_carter-january_25-1979.txt,Jimmy Carter,1979,Broadcast,spoken,1950-1999,3247,987,1080,368,0.33261472128118263,5.970722222222221,5.897119565217392
jimmy_carter-january_21-1980.txt,Jimmy Carter,1980,Broadcast,spoken,1950-1999,3405,973,1000,323,0.2936857562408223,6.024519999999997,5.931764705882354
jimmy_carter-january_16-1981.txt,Jimmy Carter,1981,Broadcast,spoken,1950-1999,33552,4153,8291,1052,0.24710896518836434,6.1193824629116,5.842899239543725
ronald_reagan-january_26-1982.txt,Ronald Reagan,1982,Broadcast,spoken,1950-1999,5169,1441,1385,460,0.2679435093828594,5.9398772563177,5.887195652173912
ronald_reagan-january_25-1983.txt,Ronald Reagan,1983,Broadcast,spoken,1950-1999,5600,1520,1598,542,0.28535714285714286,6.024380475594485,5.91527675276753
ronald_reagan-january_25-1984.txt,Ronald Reagan,1984,Broadcast,spoken,1950-1999,4963,1482,1614,554,0.3252065283094902,6.098079306071865,6.00586642599278
ronald_reagan-february_6-1985.txt,Ronald Reagan,1985,Broadcast,spoken,1950-1999,4247,1354,1379,508,0.32469978808570754,6.109927483683831,6.004960629921255
ronald_reagan-february_4-1986.txt,Ronald Reagan,1986,Broadcast,spoken,1950-1999,3517,1171,1182,442,0.336081887972704,6.039932318104905,5.867986425339364
ronald_reagan-january_27-1987.txt,Ronald Reagan,1987,Broadcast,spoken,1950-1999,3811,1226,1089,422,0.2857517711886644,6.028852157943066,5.9052606635071045
ronald_reagan-january_25-1988.txt,Ronald Reagan,1988,Broadcast,spoken,1950-1999,4866,1370,1383,470,0.2842170160295931,6.093803326102679,5.914808510638291
george_h.w._bush-february_9-1989.txt,George H.W. Bush,1989,Broadcast,spoken,1950-1999,4799,1381,1462,500,0.3046468014169619,6.000601915184677,5.889639999999995
george_h.w._bush-january_31-1990.txt,George H.W. Bush,1990,Broadcast,spoken,1950-1999,3773,1098,1121,399,0.29711105221309303,6.255727029437999,6.02461152882206
george_h.w._bush-january_29-1991.txt,George H.W. Bush,1991,Broadcast,spoken,1950-1999,3814,1192,1174,424,0.307813319349764,6.006720613287901,5.850825471698112
george_h.w._bush-january_28-1992.txt,George H.W. Bush,1992,Broadcast,spoken,1950-1999,4743,1306,1386,449,0.2922201138519924,5.930086580086583,5.831781737193759
william_j._clinton-february_17-1993.txt,William J. Clinton,1993,Broadcast,spoken,1950-1999,6962,1435,2049,496,0.29431197931628844,5.993069790141534,5.90719758064517
william_j._clinton-january_25-1994.txt,William J. Clinton,1994,Broadcast,spoken,1950-1999,7399,1606,2302,572,0.3111231247465874,5.926698523023456,5.743041958041958
william_j._clinton-january_24-1995.txt,William J. Clinton,1995,Broadcast,spoken,1950-1999,9181,1766,2564,608,0.27927241041280904,5.943849453978163,5.777483552631573
william_j._clinton-january_23-1996.txt,William J. Clinton,1996,Broadcast,spoken,1950-1999,6296,1428,1928,528,0.3062261753494282,5.998910788381738,5.770321969696968
william_j._clinton-february_4-1997.txt,William J. Clinton,1997,Broadcast,spoken,1950-1999,6750,1565,2190,557,0.3244444444444444,6.153639269406391,5.965942549371626
william_j._clinton-january_27-1998.txt,William J. Clinton,1998,Broadcast,spoken,1950-1999,7294,1748,2280,630,0.3125856868659172,6.096223684210525,5.911603174603173
william_j._clinton-january_19-1999.txt,William J. Clinton,1999,Broadcast,spoken,1950-1999,7479,1744,2363,637,0.3159513303917636,6.049839187473554,5.75766091051805
william_j._clinton-january_27-2000.txt,William J. Clinton,2000,Broadcast,spoken,2000-2049,7415,1763,2492,650,0.3360755225893459,6.083394863563406,5.86272307692307
george_w._bush-february_27-2001.txt,George W. Bush,2001,Broadcast,spoken,2000-2049,4349,1179,1445,445,0.3322602897217751,6.118629757785462,5.974471910112364
george_w._bush-september_20-2001.txt,George W. Bush,2001,Broadcast,spoken,2000-2049,2971,970,912,326,0.3069673510602491,5.728640350877191,5.72177914110429
george_w._bush-january_29-2002.txt,George W. Bush,2002,Broadcast,spoken,2000-2049,3827,1240,1292,464,0.3376012542461458,5.799613003095972,5.719913793103447
george_w._bush-january_28-2003.txt,George W. Bush,2003,Broadcast,spoken,2000-2049,5340,1510,1686,558,0.31573033707865167,5.664750889679728,5.643369175627238
george_w._bush-january_20-2004.txt,George W. Bush,2004,Broadcast,spoken,2000-2049,5157,1444,1606,524,0.31142136901299206,5.795865504358657,5.643053435114501
george_w._bush-february_2-2005.txt,George W. Bush,2005,Broadcast,spoken,2000-2049,5036,1456,1583,530,0.31433677521842734,6.061358180669621,5.856811320754716
george_w._bush-january_31-2006.txt,George W. Bush,2006,Broadcast,spoken,2000-2049,5307,1506,1751,575,0.32994158658375733,5.92615648201028,5.745199999999994
george_w._bush-january_23-2007.txt,George W. Bush,2007,Broadcast,spoken,2000-2049,5566,1542,1575,537,0.2829680201221703,5.869631746031742,5.717672253258843
george_w._bush-january_28-2008.txt,George W. Bush,2008,Broadcast,spoken,2000-2049,5752,1557,1801,559,0.3131084840055633,5.977773459189331,5.850500894454382
barack_obama_-february_24-2009.txt,Barack Obama,2009,Broadcast,spoken,2000-2049,5930,1473,1773,522,0.2989881956155143,5.915521714608006,5.7777777777777795
barack_obama_-january_27-2010.txt,Barack Obama,2010,Broadcast,spoken,2000-2049,7085,1672,2091,595,0.29513055751587863,5.838914395026302,5.640907563025207
barack_obama_-january_25-2011.txt,Barack Obama,2011,Broadcast,spoken,2000-2049,6877,1678,2019,581,0.2935873200523484,6.078444774640913,5.981893287435452
barack_obama_-january_24-2012.txt,Barack Obama,2012,Broadcast,spoken,2000-2049,6963,1720,2005,583,0.28795059600746803,5.895057356608483,5.786329331046308
barack_obama_-february_12-2013.txt,Barack Obama,2013,Broadcast,spoken,2000-2049,6444,1690,2001,583,0.31052141527001864,6.032158920539731,5.813670668953687
barack_obama_-january_28-2014.txt,Barack Obama,2014,Broadcast,spoken,2000-2049,6823,1777,2078,612,0.3045581122673311,6.055332050048125,5.878627450980389
barack_obama_-january_20-2015.txt,Barack Obama,2015,Broadcast,spoken,2000-2049,6706,1687,1987,569,0.29630181926632865,6.115108203321591,5.8401757469244275
barack_obama_-january_12-2016.txt,Barack Obama,2016,Broadcast,spoken,2000-2049,5449,1533,1553,543,0.2850064231969169,5.944430135222149,5.702338858195214
donald_j._trump-february_28-2017.txt,Donald J. Trump,2017,Broadcast,spoken,2000-2049,5019,1437,1601,508,0.3189878461844989,6.061630231105563,5.825059055118114
donald_j._trump-january_30-2018.txt,Donald J. Trump,2018,Broadcast,spoken,2000-2049,5120,1561,1585,565,0.3095703125,5.937861198738167,5.7209380530973375
donald_j._trump-february_5-2019.txt,Donald J. Trump,2019,Broadcast,spoken,2000-2049,5167,1572,1564,544,0.3026901490226437,5.8980179028132955,5.721452205882347
